WST_ID,W_DATE,SRAD,TMAX,TMIN,RAIN,TDEW,WIND,RHAVD
ARVA,2013-03-26,13.07,4.6,-2.3,0,,2.89,81.19
ARVA,2013-03-27,8.8,3.9,-3,0,,2.45,81.81
ARVA,2013-03-28,7.29,5.7,-6,0,,1.55,83.69
ARVA,2013-03-29,13.52,6.9,-6.6,0,,1.16,82.5
ARVA,2013-03-30,12.03,7.6,-2.2,0,,2.82,85.88
ARVA,2013-03-31,12.52,6.2,-4.4,0,,2.53,82.5
ARVA,2013-04-01,19.52,9.6,-2.7,0,,4.05,78.12
ARVA,2013-04-02,20.21,10.1,-3,0,,3.48,77.12
ARVA,2013-04-03,11.47,8.3,-3.6,0,,2.99,84.19
ARVA,2013-04-04,13.65,11.2,-2.9,0,,4.08,81.94
ARVA,2013-04-05,12.67,9.4,0.3,0,,2.91,84.75
ARVA,2013-04-06,7.7,7.4,2.1,0,,2.7,84.06
ARVA,2013-04-07,19.63,11.4,-3.8,0.2,,2.39,77.06
ARVA,2013-04-08,10.82,10.4,-1.3,0.4,,1.9,84
ARVA,2013-04-09,8.33,13.9,-2.9,9,,3.64,92.5
ARVA,2013-04-10,9.65,13.1,6.7,0.4,,4.73,87.69
ARVA,2013-04-11,9.11,15.6,9.6,3.6,,4.28,90.25
ARVA,2013-04-12,10.25,15,8.1,4.6,,5.2,88.19
ARVA,2013-04-13,12.77,15.5,4.8,0.6,,3.04,86.38
ARVA,2013-04-14,21.3,24.7,10.5,0,,3.12,81.94
ARVA,2013-04-15,10.45,19.7,6.1,0.2,,1.61,86.81
ARVA,2013-04-16,15.71,19.8,3.5,0,,1.8,81.75
ARVA,2013-04-17,19.76,23.7,9.6,0,,2.45,80.25
ARVA,2013-04-18,16.07,18.1,9.5,0,,3.59,77.31
ARVA,2013-04-19,19.18,14.8,3,0,,2.53,81.25
ARVA,2013-04-20,17.35,14.4,4,0,,3.92,80.12
ARVA,2013-04-21,9.17,13.4,5.4,0,,1.17,75.94
ARVA,2013-04-22,24.16,16.8,-0.4,0,,1.63,73
ARVA,2013-04-23,14.39,17.5,-1.1,0.2,,1.9,80.69
ARVA,2013-04-24,24.05,22.6,-0.9,0,,1.2,74.06
ARVA,2013-04-25,24.66,25,1.9,0.4,,1.44,68.88
ARVA,2013-04-26,3.15,16,5.6,14.3,,3.07,87.12
ARVA,2013-04-27,11.78,10.6,4,0.6,,2.79,83.38
ARVA,2013-04-28,7.42,9.6,5,1.4,,1.57,83.75
ARVA,2013-04-29,23.28,16.2,-2.6,0,,1.74,74.69
ARVA,2013-04-30,7.19,12.8,4.5,1.2,,3.11,87.69
ARVA,2013-05-01,11.68,18.6,7.7,4.4,,2.44,92.19
ARVA,2013-05-02,16.3,18.6,4.2,5.4,,1.26,81.38
ARVA,2013-05-03,3.34,13,9.6,6.9,,2.52,88.12
ARVA,2013-05-04,23.07,16.2,6.6,0.2,,2.29,81.56
ARVA,2013-05-05,24.44,20.1,1.2,0,,0.97,74.25
ARVA,2013-05-06,9.75,15.8,4.3,10.9,,1.39,85.81
ARVA,2013-05-07,11.65,17.6,10.6,0.2,,1.28,82.06
ARVA,2013-05-08,11.46,18.3,7.2,7.7,,2.91,89.5
ARVA,2013-05-09,14.58,17.8,11.1,0.2,,2.07,88.25
ARVA,2013-05-10,11.2,14.3,5.1,0,,2.98,85.06
ARVA,2013-05-11,16.86,17.3,9.5,5.4,,3.18,82.62
ARVA,2013-05-12,18.54,15.1,6.4,0.6,,3.52,77.31
ARVA,2013-05-13,10.25,15.5,9.3,0.4,,4.03,85.88
ARVA,2013-05-14,14.49,16.7,9,4.4,,2.14,86.5
ARVA,2013-05-15,14.76,15.1,9.6,7.1,,2.23,81.88
ARVA,2013-05-16,8.53,13.1,8.4,5.3,,1.84,91.38
ARVA,2013-05-17,12.55,13.7,6.5,0,,1.59,85.81
ARVA,2013-05-18,18.55,17.7,3,2.2,,1.47,81.94
ARVA,2013-05-19,5.66,13,10.1,15,,1.29,88.38
ARVA,2013-05-20,4.23,11.8,8.9,12,,3.02,92.44
ARVA,2013-05-21,4.62,12,9.6,4.6,,2.2,90.88
ARVA,2013-05-22,11.07,13.9,7.4,3.4,,3.21,82.81
ARVA,2013-05-23,14.24,10.4,4.2,4,,3.16,83.88
ARVA,2013-05-24,17.54,12.3,-1.4,0.2,,2.05,86.31
ARVA,2013-05-25,21.83,14.7,4,2,,2.6,78.81
ARVA,2013-05-26,10.71,14.9,6,0.4,,2.89,82.62
ARVA,2013-05-27,29.61,18.9,0.6,0,,1.52,71.88
ARVA,2013-05-28,11.93,17.5,4.6,4,,2.62,86.94
ARVA,2013-05-29,12.7,14.4,6.5,8,,1.66,85.31
ARVA,2013-05-30,8.76,14.7,7.5,1.6,,1.05,86.56
ARVA,2013-05-31,8.03,16.7,6.5,0.6,,3.88,92.56
ARVA,2013-06-01,25.49,20.5,9.2,0,,4.05,83.38
ARVA,2013-06-02,29.29,18.8,6.5,0,,3.81,74.56
ARVA,2013-06-03,25.18,16.8,5.2,0,,3.29,77.12
ARVA,2013-06-04,29.84,20,6.1,0,,2.68,74.69
ARVA,2013-06-05,29.3,24.2,6,0,,1.88,76.25
ARVA,2013-06-06,27.54,27.2,6.6,0,,2.33,79.88
ARVA,2013-06-07,29.42,26.8,7.6,0,,2.25,72.62
ARVA,2013-06-08,26.14,27.3,9.7,10.7,,2.23,78.5
ARVA,2013-06-09,9.88,17.7,15,2.2,,1.75,91.19
ARVA,2013-06-10,13.77,18.9,11.6,0,,1.77,84.12
ARVA,2013-06-11,17.71,21.6,5.1,0,,1.9,83.88
ARVA,2013-06-12,11.43,21.9,11.1,0,,2.81,87.06
ARVA,2013-06-13,6.77,20.5,12.1,12.1,,3.41,90.12
ARVA,2013-06-14,20.46,19.8,7.7,0,,1.22,79.19
ARVA,2013-06-15,19.26,20,5,0,,3.04,79.88
ARVA,2013-06-16,27.06,24.1,4.9,0,,1.59,73.56
ARVA,2013-06-17,25.44,29.4,11.8,1.4,,2.8,80.94
ARVA,2013-06-18,20.66,29.7,14.6,0.4,,1.45,82.06
ARVA,2013-06-19,21.16,27.4,18.8,13.5,,1.83,90.69
ARVA,2013-06-20,14.08,24.1,16.6,18.8,,2.58,88.94
ARVA,2013-06-21,13.95,18.7,12.9,0,,3.53,86.25
ARVA,2013-06-22,12.61,18.8,12.7,0.2,,4.55,84.31
ARVA,2013-06-23,16.3,18,13.2,12.4,,4.41,84.19
ARVA,2013-06-24,12.95,15.8,11.6,0.8,,2.99,81.75
ARVA,2013-06-25,16.71,17.5,5.1,0.6,,1.94,81.62
ARVA,2013-06-26,23.64,18.9,5.3,1,,1.84,75.19
ARVA,2013-06-27,20.05,17.6,8.7,0.8,,2.17,77.31
ARVA,2013-06-28,11.66,17.1,6,7.9,,2.3,83.62
ARVA,2013-06-29,19.41,20.2,13.8,0.2,,2.92,85.19
ARVA,2013-06-30,23.36,23.2,9,0,,0.97,75.81
ARVA,2013-07-01,24.66,24.5,9.2,0.2,,1.69,80.62
ARVA,2013-07-02,22.27,26.5,10.3,3.2,,1.52,80
ARVA,2013-07-03,9.28,20.2,15.1,8.1,,3.09,88.62
ARVA,2013-07-04,20.83,22.2,13.5,0,,1.55,83.38
ARVA,2013-07-05,23.5,24.4,13.6,0,,1.6,82.81
ARVA,2013-07-06,27.75,27.3,9.3,0.2,,2.16,80.69
ARVA,2013-07-07,29.75,28.3,13.8,0,,2.91,77.75
ARVA,2013-07-08,30.43,28.5,13.7,0.2,,2.9,78.31
ARVA,2013-07-09,28.65,28.1,14.2,0,,2.69,79.25
ARVA,2013-07-10,28.92,27,14.7,0,,3,79.25
ARVA,2013-07-11,29.37,23.1,11.3,0.2,,2.98,77.44
ARVA,2013-07-12,29.57,24.4,8.3,0.2,,2.42,78.31
ARVA,2013-07-13,27.39,23.3,9.9,0,,2.41,80
ARVA,2013-07-14,29.49,27.1,7.7,0,,1.8,77.94
ARVA,2013-07-15,26.26,27.9,9.9,0,,1.2,76.31
ARVA,2013-07-16,26.62,29.2,8.3,0,,1.38,74.19
ARVA,2013-07-17,24.99,29.4,13.3,0,,2.12,74.94
ARVA,2013-07-18,27.92,30.5,14.1,0,,2.87,74.69
ARVA,2013-07-19,28.85,31,16.4,0,,3.25,72.12
ARVA,2013-07-20,29.35,31,14.4,0,,2.5,73.69
ARVA,2013-07-21,28.44,33.3,12.6,0,,1.66,69.25
ARVA,2013-07-22,21.52,34.2,14.8,27.7,,0.93,71.12
ARVA,2013-07-23,23.43,32.7,12.4,0.6,,0.84,71.88
ARVA,2013-07-24,20.4,28.7,18.5,1.2,,1.34,79.56
ARVA,2013-07-25,25.51,30.9,14.9,10.6,,1.86,71.81
ARVA,2013-07-26,18.05,31.1,16.9,20.4,,1.7,84.94
ARVA,2013-07-27,21.7,32.6,19.3,8.4,,1.81,83.69
ARVA,2013-07-28,16.27,25.5,18.1,0,,2.1,81.81
ARVA,2013-07-29,19.71,25.3,14.9,1.4,,2.61,81.75
ARVA,2013-07-30,14.45,23.8,14.5,0,,3.66,81.94
ARVA,2013-07-31,17.46,27.1,17.1,0,,2.4,79.38
ARVA,2013-08-01,28.57,34,11.6,0,,2.47,73.88
ARVA,2013-08-02,26.75,36.8,16.5,5.4,,2.86,71.5
ARVA,2013-08-03,24.13,26.5,17.9,0.2,,2.21,71.25
ARVA,2013-08-04,25.32,28.8,9.2,0,,1.43,61.56
ARVA,2013-08-05,23.61,31.9,10.4,0.2,,2.08,72.38
ARVA,2013-08-06,19.26,25.9,12.6,1.6,,1.46,76.94
ARVA,2013-08-07,9.24,20.9,15.3,5.9,,2.4,85.19
ARVA,2013-08-08,19.33,23.5,13.6,0,,2.45,75.94
ARVA,2013-08-09,20.41,25.9,7.3,1.2,,2,74.88
ARVA,2013-08-10,20.16,23.4,8,0,,2.14,74
ARVA,2013-08-11,23,24.5,5.7,0.2,,1.26,68.69
ARVA,2013-08-12,16.9,24,7.6,0,,2.2,76.25
ARVA,2013-08-13,19.28,21.7,4.8,0,,1.93,73.31
ARVA,2013-08-14,21.5,23,7.8,0,,1.06,67.5
ARVA,2013-08-15,24.78,26.5,4.8,0.2,,1.04,63.56
ARVA,2013-08-16,25.18,29.7,6.1,0,,1.59,61.56
ARVA,2013-08-17,19.99,27.1,12.6,1.6,,2.15,69
ARVA,2013-08-18,9.06,23.5,16.8,6,,3.16,80.06
ARVA,2013-08-19,19.19,23.2,11.9,0,,3.02,72.12
ARVA,2013-08-20,24.66,23.1,3.9,0.2,,1.27,67.5
ARVA,2013-08-21,24.48,25.3,4.9,0,,1.68,60.94
ARVA,2013-08-22,20.37,26.1,7.6,0,,2.07,63.12
ARVA,2013-08-23,23.5,29.5,10.2,1.6,,2.3,63.88
ARVA,2013-08-24,11.66,22.8,14.1,10.3,,2.07,84.62
ARVA,2013-08-25,10.8,18.3,13.2,1.6,,2.41,84
ARVA,2013-08-26,8.11,19.8,8.1,2,,2.27,84.12
ARVA,2013-08-27,13.39,23.4,11.3,0.4,,1.46,78.69
ARVA,2013-08-28,20.72,23.7,9.3,0.2,,2.27,68.44
ARVA,2013-08-29,20.9,25.1,6,0,,1.16,68.31
ARVA,2013-08-30,19.23,24.6,6.7,0,,1.39,69.38
ARVA,2013-08-31,8.84,22.4,7.5,0.2,,2.32,77.31
ARVA,2013-09-01,18.28,19.3,7.7,0,,2.28,70.94
ARVA,2013-09-02,21.29,23.2,2.5,0.2,,1.88,72
ARVA,2013-09-03,21.78,26.2,5.3,0.2,,0.91,71.19
ARVA,2013-09-04,21.57,29.6,9.8,0,,1.43,69.94
ARVA,2013-09-05,21.4,32.2,9.4,0.2,,1.91,66.56
ARVA,2013-09-06,16.98,28,9.8,3.6,,2.3,74.25
ARVA,2013-09-07,7.89,17.7,14.3,5.4,,1.42,79.88
ARVA,2013-09-08,15.09,20.8,11.3,0.2,,2.1,78.75
ARVA,2013-09-09,8.42,17.1,4,10.3,,3.48,79.56
ARVA,2013-09-10,15.63,17.9,8.6,1,,3.23,79.56
ARVA,2013-09-11,8.3,18.3,10.2,9.8,,3.51,85.38
ARVA,2013-09-12,11.28,18.2,7.9,0.2,,2.06,79.25
ARVA,2013-09-13,6.61,17.6,6.6,2.4,,2.12,85.12
ARVA,2013-09-14,3.93,16.4,13.9,8.8,,2.73,93.38
ARVA,2013-09-15,13.83,18.3,11.8,4.6,,3.68,75.94
ARVA,2013-09-16,11.33,16.6,10.3,1,,3.84,77.81
ARVA,2013-09-17,8.6,16.3,6.2,14.1,,4.94,84.56
ARVA,2013-09-18,7.94,18.3,11.2,2.4,,4.49,86.38
ARVA,2013-09-19,11.97,16.8,3.8,1.6,,2.61,77.88
ARVA,2013-09-20,15.01,20.4,11.5,0.2,,2.29,81.38
ARVA,2013-09-21,14.95,21.3,3.4,0,,1.09,78.19
ARVA,2013-09-22,7.67,18,6.5,0.2,,0.88,81.94
ARVA,2013-09-23,17.61,22.1,6.9,0.2,,1.52,81.25
ARVA,2013-09-24,17.67,23.3,3.2,0.2,,1.39,78.19
ARVA,2013-09-25,13.31,24.2,6.3,0.4,,1.35,80.19
ARVA,2013-09-26,12.33,21.2,10,0,,1.61,83.19
ARVA,2013-09-27,13.88,21.9,6.8,0.2,,2.05,82.75
ARVA,2013-09-28,9.06,19.9,8,0,,3.31,88.06
ARVA,2013-09-29,8.02,20.6,14.8,0,,2.71,84.31
ARVA,2013-09-30,15.37,19.3,6.9,0,,2.34,75.25
ARVA,2013-10-01,11.95,18,6.7,0,,2.77,76.69
ARVA,2013-10-02,12.01,20.4,8.3,0,,3.37,79.25
ARVA,2013-10-03,10.46,23.2,9.2,4.6,,3.77,86.88
ARVA,2013-10-04,6.52,22.1,16.6,1.6,,2.51,88.88
ARVA,2013-10-05,3.14,16.8,15.1,1.4,,2.2,91.88
ARVA,2013-10-06,8.01,19.7,11.7,0,,1.62,85.12
ARVA,2013-10-07,11.49,19,4.4,0.2,,1.37,83.81
ARVA,2013-10-08,7.21,18.3,12.5,0,,0.94,80.75
ARVA,2013-10-09,5.87,17.6,8,4,,2.45,89.38
ARVA,2013-10-10,6.52,10.6,4.8,4,,4.04,90.31
ARVA,2013-10-11,6.74,11.4,5,0.8,,1.68,87.62
ARVA,2013-10-12,6.46,10.7,2.6,0,,1.46,86.5
ARVA,2013-10-13,9.67,14.3,-0.8,0.2,,3.23,83.56
ARVA,2013-10-14,4.66,15.4,4,21,,3.2,89.94
ARVA,2013-10-15,8.22,14.9,5.7,0.2,,2.72,89.19
ARVA,2013-10-16,3.71,12,-0.4,4.4,,2.59,95
ARVA,2013-10-17,7.12,17.5,8.3,0.2,,3.12,89.56
ARVA,2013-10-18,6.38,17.4,8.4,0.2,,2.07,90.44
ARVA,2013-10-19,7.27,20.3,7.5,1.2,,3.05,93.5
ARVA,2013-10-20,6.14,18.9,12.4,0.4,,3.14,94.81
ARVA,2013-10-21,6.77,20,10.4,0.2,,2.74,93
ARVA,2013-10-22,9.47,24.7,11.1,12.8,,3.39,89.81
ARVA,2013-10-23,8.97,19.9,14.1,0.2,,4.07,86.94
ARVA,2013-10-24,6.98,17.3,10.6,0.2,,2.18,90.06
ARVA,2013-10-25,4.16,21.2,10.1,18.5,,3.84,89.69
ARVA,2013-10-26,4.87,19.2,14.4,0,,3.63,94.69
ARVA,2013-10-27,6.66,16.4,12.9,15.5,,6.16,88.75
ARVA,2013-10-28,4.16,16.6,11.7,0,,6.67,83.12
ARVA,2013-10-29,10.11,14.3,6.7,0.2,,3.63,85.06
ARVA,2013-10-30,9.58,14.4,0.6,0.2,,1.72,90.56
ARVA,2013-10-31,9.61,13.9,-3.5,0.2,,2.14,85.94
ARVA,2013-11-01,1.72,12.4,6.9,20.1,,3.13,90.94
ARVA,2013-11-02,3.57,15.5,8.6,3.2,,5,92.06
ARVA,2013-11-03,6.7,11.9,8.1,9.5,,5.12,86.19
ARVA,2013-11-04,4.02,14.2,7.7,2.4,,5.38,91.31
ARVA,2013-11-05,1.77,10.3,0.3,10.5,,4.29,94.25
ARVA,2013-11-06,3.52,16.1,9.2,0.8,,4.64,95.06
ARVA,2013-11-07,4.29,15.8,12.9,6.3,,4.98,93
ARVA,2013-11-08,1.96,12.5,9.8,5.4,,3.45,94
ARVA,2013-11-09,6.36,11.8,5.9,11.9,,4.68,89.31
ARVA,2013-11-10,4.47,9.6,5.1,2.8,,3.59,91.81
ARVA,2013-11-11,3.63,4.7,-3,0.2,,1.48,88.44
ARVA,2013-11-12,3.69,9.4,1.3,1.6,,1.8,87.06
ARVA,2013-11-13,7.92,10.6,-0.5,0,,2.13,90.31
ARVA,2013-11-14,1.42,6.4,-4.1,5,,2.46,97.75
ARVA,2013-11-15,4.38,9.9,4.7,0,,3.86,91.38
ARVA,2013-11-16,1.93,5.2,0,0,,1.98,92.94
ARVA,2013-11-17,1.06,5.4,2.3,0.2,,1.8,94.62
ARVA,2013-11-18,1.77,6.4,3.9,0.2,,1.05,92.38
ARVA,2013-11-19,0.9,5.7,2.5,3.8,,2.6,95.94
ARVA,2013-11-20,5.17,7.6,0.8,6,,4.12,90.19
ARVA,2013-11-21,1.99,3.3,0.3,0,,1.55,95.06
ARVA,2013-11-22,1.13,4.6,2.2,0,,3.93,95.12
ARVA,2013-11-23,1.4,6.1,3.8,0,,3.51,95.12
ARVA,2013-11-24,5.39,7.6,1.2,0.2,,3.55,94.94
ARVA,2013-11-25,2.46,6.3,3.6,0,,2.54,95.31
ARVA,2013-11-26,2.93,3.9,-3.9,0.4,,1.73,90.75
ARVA,2013-11-27,5.53,5.4,-1.9,0,,1.19,93.06
ARVA,2013-11-28,1.25,4.3,-5.3,0.4,,0.73,91.06
ARVA,2013-11-29,1.26,7.5,3.2,0.6,,2.44,97.19
ARVA,2013-11-30,3.29,8.5,-1.2,0.2,,2.34,96.06
ARVA,2013-12-01,3.56,6.6,-1,0.2,,1.73,95.5
ARVA,2013-12-02,5.22,9.4,-1.1,0,,2.88,92
ARVA,2013-12-03,6.2,5.4,-7.7,0,,1.27,95.81
ARVA,2013-12-04,1.67,4.6,-5,0.6,,1.53,98
ARVA,2013-12-05,4.01,7.8,3,1.4,,3.23,95.25
ARVA,2013-12-06,4.03,6.4,1,0.2,,2.74,92.69
ARVA,2013-12-07,1.85,6.1,1,0.8,,2.48,98.31
ARVA,2013-12-08,2.54,8.3,2.2,0.2,,2.16,97.88
ARVA,2013-12-09,5.37,6.1,-6.2,0.2,,1.45,95.44
ARVA,2013-12-10,5.82,8.4,-8.8,0.2,,1.46,96.94
ARVA,2013-12-11,5.84,7.3,-7.1,0,,1.96,95.94
ARVA,2013-12-12,3.72,2.4,-4.7,0.2,,2.12,96.44
ARVA,2013-12-13,5.27,3.7,-9.4,3,,2.31,96.88
ARVA,2013-12-14,4.54,7.8,0.5,0,,2.82,98.31
ARVA,2013-12-15,3.91,10.1,1.8,0,,3.47,95.44
ARVA,2013-12-16,5.12,10,-3.1,0.2,,3.34,93.75
ARVA,2013-12-17,4.76,9.6,0.2,0.2,,3.22,95.75
ARVA,2013-12-18,1.87,10.5,-1,7.7,,3.66,96.25
ARVA,2013-12-19,2.79,11,6,0.2,,3.99,91.94
ARVA,2013-12-20,4.82,9.2,-2.6,0.2,,2.45,96.5
ARVA,2013-12-21,2.72,6.9,-0.1,2,,4.38,91.81
ARVA,2013-12-22,0.66,9.1,3.5,8.9,,5.57,94.12
ARVA,2013-12-23,3.14,10.5,6.6,0.8,,5.32,91.5
ARVA,2013-12-24,1.13,11.6,8.5,10.9,,8.52,83.81
ARVA,2013-12-25,1.61,8,6.5,2.4,,3.72,95.06
ARVA,2013-12-26,2.17,7.4,2.3,0.4,,2.05,96.94
ARVA,2013-12-27,1.66,11.6,1.8,5,,6.16,93.44
ARVA,2013-12-28,0.99,9.6,5.2,10.8,,3.66,95.31
ARVA,2013-12-29,2.84,8.6,0.3,0.8,,3.2,95.69
ARVA,2013-12-30,3.12,5.4,0.3,0.2,,3.92,91.38
ARVA,2013-12-31,2.86,7.6,3.9,2.6,,3.95,88.69
ARVA,2014-01-01,2.63,9.4,3.1,2.6,,5.05,92.38
ARVA,2014-01-02,3.74,11.3,6.4,2,,5.02,94
ARVA,2014-01-03,3.61,14.1,5.7,0,,5.39,92.94
ARVA,2014-01-04,1.72,10.3,5.8,3.6,,4.07,96.44
ARVA,2014-01-05,2.5,9.8,2.3,0,,3.71,92.38
ARVA,2014-01-06,1.57,12.9,5.5,2.6,,5.32,91.56
ARVA,2014-01-07,3.88,13.8,6.9,1.4,,4.02,96.19
ARVA,2014-01-08,4.49,12.7,6.6,0,,3.03,95.88
ARVA,2014-01-09,1.02,10.9,7.6,0.4,,4.52,93.94
ARVA,2014-01-10,2.26,6.3,0.9,0.2,,2.06,96.88
ARVA,2014-01-11,4.07,10.9,-3.2,0.4,,1.4,97.81
ARVA,2014-01-12,1.76,5.4,-2.7,0.2,,2.89,95.38
ARVA,2014-01-13,2.83,9.4,0.6,6.5,,2.75,97.56
ARVA,2014-01-14,1.87,6.2,-0.7,0.8,,2.84,97
ARVA,2014-01-15,1.23,6.9,-3.6,2.6,,3.86,97
ARVA,2014-01-16,1.42,8.6,5.3,1.6,,4.54,95.75
ARVA,2014-01-17,6.23,11.8,3.7,0.2,,4.1,93.25
ARVA,2014-01-18,5.24,10.8,-2.4,0,,4.08,90.88
ARVA,2014-01-19,2.47,9.3,5.3,13.5,,2.18,95.69
ARVA,2014-01-20,1.43,5.5,4.3,7.9,,2.66,97.12
ARVA,2014-01-21,1.42,2.7,1.1,0,,1.93,96.38
ARVA,2014-01-22,5.49,5.4,-0.1,0.8,,1.67,93.69
ARVA,2014-01-23,2.49,7,1.3,3.2,,2.91,97.88
ARVA,2014-01-24,7.1,8,-3.9,0,,1.55,96.69
